"";"Role";"BlueTeamChampion";"RedTeamChampion";"PatchVersion";"games_played";"blue_side_kills";"blue_side_deaths";"blue_side_assists";"blue_side_cs_at_15_min";"blue_side_cs_at_end";"blue_side_gold_at_15_min";"blue_side_gold_at_end";"red_side_kills";"red_side_deaths";"red_side_assists";"red_side_cs_at_15_min";"red_side_cs_at_end";"red_side_gold_at_15_min";"red_side_gold_at_end";"blue_side_kills_advantage";"blue_side_deaths_advantage";"blue_side_assists_advantage";"blue_side_cs_at_15_min_advantage";"blue_side_cs_at_end_advantage";"blue_side_gold_at_15_min_advantage";"blue_side_gold_at_end_advantage";"blue_side_kills_advantage_advantage";"blue_side_deaths_advantage_advantage";"blue_side_assists_advantage_advantage";"blue_side_cs_at_15_min_advantage_advantage";"blue_side_cs_at_end_advantage_advantage";"blue_side_gold_at_15_min_advantage_advantage";"blue_side_gold_at_end_advantage_advantage"
"5064";"support";"Rakan";"Galio";"15.6.667.3303";1;2;2;5;22;30;3158;7381;1;2;4;30;45;3464;7138;1;0;1;-8;-15;-306;243;1;0;1;-8;-15;-306;243
"5065";"support";"Rakan";"Janna";"15.2.652.6393";1;0;1;0;13;21;2523;3567;0;0;4;22;27;3857;6273;0;1;-4;-9;-6;-1334;-2706;0;1;-4;-9;-6;-1334;-2706
"5066";"support";"Rakan";"Janna";"15.3.655.330";1;0;1;1;24;28;2697;3763;0;0;1;15;20;3898;5232;0;1;0;9;8;-1201;-1469;0;1;0;9;8;-1201;-1469
"5067";"support";"Rakan";"Karma";"15.7.671.9073";2;0;1,5;4,5;25;39;3222;6579;0,5;1;4;31;41,5;3507,5;6343,5;-0,5;0,5;0,5;-6;-2,5;-285,5;235,5;-0,5;0,5;0,5;-6;-2,5;-285,5;235,5
"5068";"support";"Rakan";"Karma";"15.8.673.8718";1;0;0;4;16;31;2708;5788;1;0;2;13;22;2669;6669;-1;0;2;3;9;39;-881;-1;0;2;3;9;39;-881
"5069";"support";"Rakan";"Leblanc";"15.8.675.448";1;0;2;10;22;24;3239;5556;5;6;12;11;20;3896;7821;-5;-4;-2;11;4;-657;-2265;-5;-4;-2;11;4;-657;-2265
"5070";"support";"Rakan";"Leona";"15.1.649.4112";4;0,5;1,25;8,75;21;27,5;3461,5;6155,25;0,25;2,5;4,5;18,75;29,5;3145,75;5882;0,25;-1,25;4,25;2,25;-2;315,75;273,25;0,25;-1,25;4,25;2,25;-2;315,75;273,25
"5071";"support";"Rakan";"Leona";"15.2.650.9216";1;0;6;10;36;57;3912;7311;0;5;13;19;27;3505;7101;0;1;-3;17;30;407;210;0;1;-3;17;30;407;210
"5072";"support";"Rakan";"Leona";"15.2.652.6393";3;0;1,66666666666667;6,33333333333333;16;25,3333333333333;3284;5892,66666666667;1;2;3,33333333333333;16,6666666666667;27,3333333333333;3135,66666666667;6571,33333333333;-1;-0,333333333333333;3;-0,666666666666668;-2;148,333333333333;-678,666666666666;-1;-0,333333333333333;3;-0,666666666666668;-2;148,333333333333;-678,666666666666
"5073";"support";"Rakan";"Leona";"15.2.653.8382";2;0,5;2,5;6,5;19,5;26,5;3088,5;6237,5;0,5;2;8,5;19;30,5;2901;6864;0;0,5;-2;0,5;-4;187,5;-626,5;0;0,5;-2;0,5;-4;187,5;-626,5
"5074";"support";"Rakan";"Leona";"15.3.655.330";4;0,25;0,75;7;25,75;35;2983;6157,5;0,25;2,25;5;20;32,25;2883;5841,75;0;-1,5;2;5,75;2,75;100;315,75;0;-1,5;2;5,75;2,75;100;315,75
"5075";"support";"Rakan";"Leona";"15.3.659.3416";1;0;1;10;27;33;3340;7052;0;4;1;17;21;2934;5715;0;-3;9;10;12;406;1337;0;-3;9;10;12;406;1337
"5076";"support";"Rakan";"Leona";"15.4.658.6996";2;1;1,5;9,5;19,5;33,5;3434;6813,5;0,5;3,5;8;19;33,5;3210;7171,5;0,5;-2;1,5;0,5;0;224;-358;0,5;-2;1,5;0,5;0;224;-358
"5077";"support";"Rakan";"Leona";"15.5.662.5311";1;0;3;17;21;33;3014;7244;1;6;8;13;23;3066;6444;-1;-3;9;8;10;-52;800;-1;-3;9;8;10;-52;800
"5078";"support";"Rakan";"Leona";"15.6.665.8352";2;0;0,5;4;22,5;34;3369;6434,5;1;1,5;2;24,5;35,5;3462;6617;-1;-1;2;-2;-1,5;-93;-182,5;-1;-1;2;-2;-1,5;-93;-182,5
"5079";"support";"Rakan";"Leona";"15.6.667.3303";3;0;2,33333333333333;12;19,6666666666667;36,6666666666667;3194;7839,33333333333;2;4;6,66666666666667;15,3333333333333;34,6666666666667;3124,66666666667;7514,33333333333;-2;-1,66666666666667;5,33333333333333;4,33333333333333;2;69,3333333333335;325;-2;-1,66666666666667;5,33333333333333;4,33333333333333;2;69,3333333333335;325
"5080";"support";"Rakan";"Leona";"15.7.670.1561";2;1;1;4;26;38,5;3089,5;7161,5;1;3;6,5;20;36,5;3396;7184;0;-2;-2,5;6;2;-306,5;-22,5;0;-2;-2,5;6;2;-306,5;-22,5
"5081";"support";"Rakan";"Leona";"15.7.671.9073";5;0,6;2;10;22,2;36,2;3355;7737,2;0,6;3;4,6;21,2;38,6;3055,4;6830,8;0;-1;5,4;1;-2,4;299,6;906,4;0;-1;5,4;1;-2,4;299,6;906,4
"5082";"support";"Rakan";"Leona";"15.8.674.6483";1;1;0;3;19;26;3783;5657;0;1;5;17;29;3810;6352;1;-1;-2;2;-3;-27;-695;1;-1;-2;2;-3;-27;-695
"5083";"support";"Rakan";"Leona";"15.8.675.448";6;0,333333333333333;2,16666666666667;5,5;18,5;30,6666666666667;3205,83333333333;6517,83333333333;0,666666666666667;2,33333333333333;5,66666666666667;17,3333333333333;29,1666666666667;3262,16666666667;6696,83333333333;-0,333333333333333;-0,166666666666667;-0,166666666666667;1,16666666666667;1,5;-56,333333333333;-179;-0,333333333333333;-0,166666666666667;-0,166666666666667;1,16666666666667;1,5;-56,333333333333;-179
"5084";"support";"Rakan";"Lulu";"15.1.649.4112";2;1;0,5;6,5;15,5;23,5;3271,5;6584;0,5;2;3;16;25,5;3456,5;6336;0,5;-1,5;3,5;-0,5;-2;-185;248;0,5;-1,5;3,5;-0,5;-2;-185;248
"5085";"support";"Rakan";"Lulu";"15.2.653.8382";2;1,5;1,5;8,5;18;29,5;3185;7246,5;2;2;10;14,5;24,5;3262;8161;-0,5;-0,5;-1,5;3,5;5;-77;-914,5;-0,5;-0,5;-1,5;3,5;5;-77;-914,5
"5086";"support";"Rakan";"Lulu";"15.3.655.330";1;2;6;7;17;24;3801;7033;1;3;14;22;30;3746;7970;1;3;-7;-5;-6;55;-937;1;3;-7;-5;-6;55;-937
"5087";"support";"Rakan";"Lulu";"15.3.659.3416";1;0;3;6;16;24;3067;6309;1;2;12;25;33;3283;7704;-1;1;-6;-9;-9;-216;-1395;-1;1;-6;-9;-9;-216;-1395
"5088";"support";"Rakan";"Lulu";"15.5.662.5311";1;0;3;7;22;32;3356;6423;2;2;9;14;24;3981;7663;-2;1;-2;8;8;-625;-1240;-2;1;-2;8;8;-625;-1240
"5089";"support";"Rakan";"Lulu";"15.7.671.9073";2;0,5;3,5;7;16;32;2991;7027;1;1,5;6;15,5;27,5;3568,5;7463,5;-0,5;2;1;0,5;4,5;-577,5;-436,5;-0,5;2;1;0,5;4,5;-577,5;-436,5
"5090";"support";"Rakan";"Lulu";"15.8.675.448";1;1;1;2;14;19;3508;4470;0;2;5;14;19;3296;4615;1;-1;-3;0;0;212;-145;1;-1;-3;0;0;212;-145
"5091";"support";"Rakan";"Maokai";"15.6.667.3303";1;0;0;4;21;29;3350;6661;0;2;1;16;27;3126;5897;0;-2;3;5;2;224;764;0;-2;3;5;2;224;764
"5092";"support";"Rakan";"Maokai";"15.7.671.9073";1;1;1;6;19;35;3367;7269;0;4;4;18;32;3144;6399;1;-3;2;1;3;223;870;1;-3;2;1;3;223;870
"5093";"support";"Rakan";"Maokai";"15.8.675.448";1;0;3;4;14;21;3214;5160;1;4;4;14;18;3166;5486;-1;-1;0;0;3;48;-326;-1;-1;0;0;3;48;-326
"5094";"support";"Rakan";"Mel";"15.3.655.330";1;0;3;11;24;29;3443;6942;2;4;7;19;31;3290;7147;-2;-1;4;5;-2;153;-205;-2;-1;4;5;-2;153;-205
"5095";"support";"Rakan";"Milio";"15.8.675.448";1;0;3;11;22;36;3045;8206;0;1;6;21;36;3116;7626;0;2;5;1;0;-71;580;0;2;5;1;0;-71;580
"5096";"support";"Rakan";"Nami";"15.6.667.3303";1;0;7;9;17;40;2909;6635;0;1;17;21;29;3699;7806;0;6;-8;-4;11;-790;-1171;0;6;-8;-4;11;-790;-1171
"5097";"support";"Rakan";"Nami";"15.8.675.448";1;1;0;18;16;26;4054;8472;0;6;1;23;37;3042;6281;1;-6;17;-7;-11;1012;2191;1;-6;17;-7;-11;1012;2191
"5098";"support";"Rakan";"Nautilus";"15.1.649.4112";3;0,333333333333333;3,33333333333333;5,66666666666667;21,3333333333333;32,6666666666667;3333;6934,33333333333;0;2;7,66666666666667;20,3333333333333;32;3451,66666666667;7266,66666666667;0,333333333333333;1,33333333333333;-2;1;0,666666666666664;-118,666666666667;-332,333333333334;0,333333333333333;1,33333333333333;-2;1;0,666666666666664;-118,666666666667;-332,333333333334
"5099";"support";"Rakan";"Nautilus";"15.2.652.6393";1;1;5;5;25;40;3024;6514;0;3;12;11;22;3190;7465;1;2;-7;14;18;-166;-951;1;2;-7;14;18;-166;-951
"5100";"support";"Rakan";"Nautilus";"15.2.653.8382";2;0,5;4,5;9,5;20,5;30,5;3099,5;7035,5;1;3,5;12;19;25;3157;7579,5;-0,5;1;-2,5;1,5;5,5;-57,5;-544;-0,5;1;-2,5;1,5;5,5;-57,5;-544
"5101";"support";"Rakan";"Nautilus";"15.3.655.330";3;0;0,666666666666667;6,66666666666667;21,3333333333333;34;2795,66666666667;5830,66666666667;0,333333333333333;3;5;24;32,3333333333333;2849;5954;-0,333333333333333;-2,33333333333333;1,66666666666667;-2,66666666666667;1,66666666666666;-53,3333333333335;-123,333333333333;-0,333333333333333;-2,33333333333333;1,66666666666667;-2,66666666666667;1,66666666666666;-53,3333333333335;-123,333333333333
"5102";"support";"Rakan";"Nautilus";"15.4.658.6996";2;0;1,5;10;17;27,5;2981;6406;1;2,5;4,5;17;26;3377;6090;-1;-1;5,5;0;1,5;-396;316;-1;-1;5,5;0;1,5;-396;316
"5103";"support";"Rakan";"Nautilus";"15.6.667.3303";3;0;2,33333333333333;6;21,6666666666667;37,6666666666667;3193;6870,66666666667;0,666666666666667;3,66666666666667;5;21;30,3333333333333;3105;6570,33333333333;-0,666666666666667;-1,33333333333333;1;0,666666666666668;7,33333333333333;88;300,333333333334;-0,666666666666667;-1,33333333333333;1;0,666666666666668;7,33333333333333;88;300,333333333334
"5104";"support";"Rakan";"Nautilus";"15.7.671.9073";6;0,5;3,16666666666667;9,33333333333333;17,3333333333333;35,3333333333333;3057,33333333333;7947,83333333333;0,5;4,16666666666667;7,83333333333333;19,3333333333333;32,5;3091;7377,16666666667;0;-1;1,5;-2;2,83333333333334;-33,6666666666665;570,666666666666;0;-1;1,5;-2;2,83333333333334;-33,6666666666665;570,666666666666
"5105";"support";"Rakan";"Nautilus";"15.8.675.448";4;0,25;1,5;5,25;22;29,25;3332;5779;0,75;1;4,25;22;31,5;3356,75;6020,25;-0,5;0,5;1;0;-2,25;-24,75;-241,25;-0,5;0,5;1;0;-2,25;-24,75;-241,25
"5106";"support";"Rakan";"Neeko";"15.7.671.9073";3;1,33333333333333;3,33333333333333;12;19,3333333333333;35,3333333333333;3667,33333333333;7419,33333333333;1;2,66666666666667;8,66666666666667;13,6666666666667;30;3615;7235,66666666667;0,333333333333333;0,666666666666667;3,33333333333333;5,66666666666667;5,33333333333334;52,3333333333335;183,666666666666;0,333333333333333;0,666666666666667;3,33333333333333;5,66666666666667;5,33333333333334;52,3333333333335;183,666666666666
"5107";"support";"Rakan";"Neeko";"15.8.674.6483";1;0;5;7;19;30;3643;5682;2;1;14;20;31;4258;7350;-2;4;-7;-1;-1;-615;-1668;-2;4;-7;-1;-1;-615;-1668
"5108";"support";"Rakan";"Neeko";"15.8.675.448";2;0;2;9;18,5;29,5;3219,5;6677;0;2,5;5;19;32;3514;6594;0;-0,5;4;-0,5;-2,5;-294,5;83;0;-0,5;4;-0,5;-2,5;-294,5;83
"5109";"support";"Rakan";"Pantheon";"15.2.653.8382";2;0;2;10,5;22;37,5;3291,5;8163,5;3,5;2,5;9,5;24;44,5;3525;10062,5;-3,5;-0,5;1;-2;-7;-233,5;-1899;-3,5;-0,5;1;-2;-7;-233,5;-1899
"5110";"support";"Rakan";"Pantheon";"15.3.655.330";1;2;1;2;24;38;3809;6985;3;2;7;24;52;3794;9195;-1;-1;-5;0;-14;15;-2210;-1;-1;-5;0;-14;15;-2210
"5111";"support";"Rakan";"Pantheon";"15.4.658.6996";1;0;3;15;20;21;3413;6510;4;8;3;16;28;4104;7774;-4;-5;12;4;-7;-691;-1264;-4;-5;12;4;-7;-691;-1264
"5112";"support";"Rakan";"Pantheon";"15.7.671.9073";1;1;2;6;6;23;1383;6021;5;0;10;3;14;1387;7776;-4;2;-4;3;9;-4;-1755;-4;2;-4;3;9;-4;-1755
"5113";"support";"Rakan";"Poppy";"15.1.649.4112";2;0,5;3;5,5;14,5;23,5;3475;6152;0,5;2,5;5;20;31;3114,5;6048,5;0;0,5;0,5;-5,5;-7,5;360,5;103,5;0;0,5;0,5;-5,5;-7,5;360,5;103,5
"5114";"support";"Rakan";"Poppy";"15.2.652.6393";1;0;2;11;23;35;3020;7754;0;4;7;18;32;2784;7108;0;-2;4;5;3;236;646;0;-2;4;5;3;236;646
"5115";"support";"Rakan";"Poppy";"15.2.653.8382";1;0;1;8;21;34;3029;6636;0;2;3;15;31;2971;6028;0;-1;5;6;3;58;608;0;-1;5;6;3;58;608
"5116";"support";"Rakan";"Poppy";"15.3.655.330";1;0;4;16;24;34;3219;7793;0;5;12;28;32;3316;6487;0;-1;4;-4;2;-97;1306;0;-1;4;-4;2;-97;1306
"5117";"support";"Rakan";"Poppy";"15.3.659.3416";1;1;3;4;24;43;3687;6818;1;3;9;23;35;3380;7990;0;0;-5;1;8;307;-1172;0;0;-5;1;8;307;-1172
"5118";"support";"Rakan";"Poppy";"15.4.658.6996";1;0;2;16;13;20;2667;7571;0;3;6;20;32;2976;7394;0;-1;10;-7;-12;-309;177;0;-1;10;-7;-12;-309;177
"5119";"support";"Rakan";"Poppy";"15.7.671.9073";3;0,666666666666667;1,66666666666667;7,33333333333333;19,3333333333333;39,3333333333333;2831,33333333333;7491,33333333333;1,33333333333333;4,33333333333333;5,33333333333333;13;26;2930;7001;-0,666666666666667;-2,66666666666667;2;6,33333333333333;13,3333333333333;-98,6666666666665;490,333333333333;-0,666666666666667;-2,66666666666667;2;6,33333333333333;13,3333333333333;-98,6666666666665;490,333333333333
"5120";"support";"Rakan";"Poppy";"15.8.675.448";4;0;1,5;8,5;18;29;3019;7334,75;0,5;2,5;8,75;21,75;33,5;3064,25;7541,75;-0,5;-1;-0,25;-3,75;-4,5;-45,25;-207;-0,5;-1;-0,25;-3,75;-4,5;-45,25;-207
"5121";"support";"Rakan";"Pyke";"15.3.655.330";3;1,33333333333333;4,33333333333333;6,33333333333333;19,6666666666667;27,3333333333333;3791;6410,33333333333;3,33333333333333;4,66666666666667;7;18,3333333333333;28,3333333333333;4249;7332,66666666667;-2;-0,333333333333334;-0,666666666666667;1,33333333333334;-1;-458;-922,333333333334;-2;-0,333333333333334;-0,666666666666667;1,33333333333334;-1;-458;-922,333333333334
"5122";"support";"Rakan";"Pyke";"15.3.659.3416";2;0;3;6;22,5;28,5;3429;5523,5;1,5;2;7,5;18,5;25,5;3709;6345;-1,5;1;-1,5;4;3;-280;-821,5;-1,5;1;-1,5;4;3;-280;-821,5
"5123";"support";"Rakan";"Pyke";"15.4.658.6996";1;0;2;12;22;30;3016;6833;3;3;13;17;42;3838;9391;-3;-1;-1;5;-12;-822;-2558;-3;-1;-1;5;-12;-822;-2558
"5124";"support";"Rakan";"Pyke";"15.6.667.3303";1;0;2;1;16;22;2990;5535;1;2;5;19;34;3428;6799;-1;0;-4;-3;-12;-438;-1264;-1;0;-4;-3;-12;-438;-1264
"5125";"support";"Rakan";"Pyke";"15.7.671.9073";1;0;3;4;21;30;3413;6414;2;1;7;17;44;4238;8607;-2;2;-3;4;-14;-825;-2193;-2;2;-3;4;-14;-825;-2193
"5126";"support";"Rakan";"Rell";"15.1.645.7528";1;2;2;6;19;35;3347;8676;0;3;9;20;32;3077;6383;2;-1;-3;-1;3;270;2293;2;-1;-3;-1;3;270;2293
"5127";"support";"Rakan";"Rell";"15.1.649.4112";7;0,428571428571429;2,42857142857143;13,1428571428571;20,2857142857143;35;3406,14285714286;8017,14285714286;0,571428571428571;4;8,57142857142857;17,4285714285714;32,1428571428571;3414,28571428571;7744;-0,142857142857143;-1,57142857142857;4,57142857142857;2,85714285714286;2,85714285714285;-8,14285714285688;273,142857142857;-0,142857142857143;-1,57142857142857;4,57142857142857;2,85714285714286;2,85714285714285;-8,14285714285688;273,142857142857
"5128";"support";"Rakan";"Rell";"15.2.650.9216";1;1;2;9;25;44;3204;10039;2;4;8;18;35;3306;10026;-1;-2;1;7;9;-102;13;-1;-2;1;7;9;-102;13
"5129";"support";"Rakan";"Rell";"15.2.652.1536";1;2;4;2;19;24;3430;6115;1;1;20;19;31;3391;7040;1;3;-18;0;-7;39;-925;1;3;-18;0;-7;39;-925
"5130";"support";"Rakan";"Rell";"15.2.652.6393";4;0,75;3;10,25;20,75;34,5;3025;7640,5;0,75;3,25;8,5;16,5;27,75;3201;7786,25;0;-0,25;1,75;4,25;6,75;-176;-145,75;0;-0,25;1,75;4,25;6,75;-176;-145,75
"5131";"support";"Rakan";"Rell";"15.2.653.8382";5;1;2,2;8,6;19,4;28,6;3620,4;7277,8;0,4;3,6;6,8;16,4;26,2;3372,4;6595,8;0,6;-1,4;1,8;3;2,4;248;682;0,6;-1,4;1,8;3;2,4;248;682
"5132";"support";"Rakan";"Rell";"15.3.655.330";6;0,5;3,16666666666667;9,16666666666667;16,3333333333333;28,5;3292,83333333333;7677;0,5;3;10,5;19,5;31,6666666666667;3342,33333333333;7797,83333333333;0;0,166666666666667;-1,33333333333333;-3,16666666666667;-3,16666666666667;-49,5;-120,833333333333;0;0,166666666666667;-1,33333333333333;-3,16666666666667;-3,16666666666667;-49,5;-120,833333333333
"5133";"support";"Rakan";"Rell";"15.3.659.3416";1;0;2;2;18;29;3099;5933;1;1;7;32;41;3912;8097;-1;1;-5;-14;-12;-813;-2164;-1;1;-5;-14;-12;-813;-2164
"5134";"support";"Rakan";"Rell";"15.4.658.6996";4;1;3,75;10;20,25;37,25;3178,75;7302,25;1,25;3,75;13;16,5;26;3437,5;7528,25;-0,25;0;-3;3,75;11,25;-258,75;-226;-0,25;0;-3;3,75;11,25;-258,75;-226
"5135";"support";"Rakan";"Rell";"15.5.662.5311";2;0;3,5;8,5;21;38;3171,5;8178;0,5;3;10,5;22;40,5;3344;8512,5;-0,5;0,5;-2;-1;-2,5;-172,5;-334,5;-0,5;0,5;-2;-1;-2,5;-172,5;-334,5
"5136";"support";"Rakan";"Rell";"15.6.665.8352";1;3;3;4;21;31;3783;7276;0;3;11;22;30;3092;6944;3;0;-7;-1;1;691;332;3;0;-7;-1;1;691;332
"5137";"support";"Rakan";"Rell";"15.6.667.3303";1;0;2;13;22;31;3479;5918;1;5;4;27;42;3573;5712;-1;-3;9;-5;-11;-94;206;-1;-3;9;-5;-11;-94;206
"5138";"support";"Rakan";"Rell";"15.7.669.5499";1;0;0;8;19;37;3312;7413;0;3;9;21;32;3340;8103;0;-3;-1;-2;5;-28;-690;0;-3;-1;-2;5;-28;-690
"5139";"support";"Rakan";"Rell";"15.7.670.1561";3;0,333333333333333;2,66666666666667;10;19,3333333333333;28,6666666666667;3288,33333333333;7382,33333333333;1;3,33333333333333;8,66666666666667;20,3333333333333;34,6666666666667;3112,66666666667;7620,33333333333;-0,666666666666667;-0,666666666666667;1,33333333333333;-1;-6;175,666666666667;-238;-0,666666666666667;-0,666666666666667;1,33333333333333;-1;-6;175,666666666667;-238
"5140";"support";"Rakan";"Rell";"15.7.671.9073";10;0,4;2,1;6,4;16,1;29,3;2771,3;6846;0,7;2,4;8,6;15,4;27,6;2719,9;7050,9;-0,3;-0,3;-2,2;0,700000000000001;1,7;51,4000000000001;-204,9;-0,3;-0,3;-2,2;0,700000000000001;1,7;51,4000000000001;-204,9
"5141";"support";"Rakan";"Rell";"15.8.673.8718";1;0;4;17;26;46;3178;11195;2;5;18;14;35;3062;11455;-2;-1;-1;12;11;116;-260;-2;-1;-1;12;11;116;-260
"5142";"support";"Rakan";"Rell";"15.8.674.6483";1;0;5;3;34;46;3165;6225;3;1;9;24;29;3831;8205;-3;4;-6;10;17;-666;-1980;-3;4;-6;10;17;-666;-1980
"5143";"support";"Rakan";"Rell";"15.8.675.448";9;0,111111111111111;2,55555555555556;7,66666666666667;18,6666666666667;32,6666666666667;3046,55555555556;7071,22222222222;0,666666666666667;2,55555555555556;9,66666666666667;19,6666666666667;34,3333333333333;3018,66666666667;7678,77777777778;-0,555555555555556;0;-2;-1;-1,66666666666667;27,8888888888891;-607,555555555555;-0,555555555555556;0;-2;-1;-1,66666666666667;27,8888888888891;-607,555555555555
"5144";"support";"Rakan";"Renata";"15.1.649.4112";2;0;1,5;2,5;23,5;33,5;3222;5792,5;0;0;6;22,5;34,5;3237,5;6575,5;0;1,5;-3,5;1;-1;-15,5;-783;0;1,5;-3,5;1;-1;-15,5;-783
"5145";"support";"Rakan";"Renata";"15.2.652.6393";1;0;3;3;22;41;2607;5850;0;2;8;11;25;3343;7648;0;1;-5;11;16;-736;-1798;0;1;-5;11;16;-736;-1798
"5146";"support";"Rakan";"Renata";"15.3.655.330";2;0;2;6;18,5;27,5;2950,5;5780,5;1;1;6;18,5;31,5;3221;6487,5;-1;1;0;0;-4;-270,5;-707;-1;1;0;0;-4;-270,5;-707
"5147";"support";"Rakan";"Renata";"15.4.658.6996";1;0;3;11;17;24;3416;6686;0;4;10;12;20;3110;6503;0;-1;1;5;4;306;183;0;-1;1;5;4;306;183
"5148";"support";"Rakan";"Renata";"15.6.667.3303";1;0;2;2;21;28;3083;5240;1;1;9;17;27;4015;6378;-1;1;-7;4;1;-932;-1138;-1;1;-7;4;1;-932;-1138
"5149";"support";"Rakan";"Renata";"15.7.671.9073";2;0,5;2,5;3;17;29,5;3352;6434;0,5;1,5;10,5;14,5;30,5;3500;7770;0;1;-7,5;2,5;-1;-148;-1336;0;1;-7,5;2,5;-1;-148;-1336
"5150";"support";"Rakan";"Senna";"15.3.655.330";1;0;2;20;9;22;2421;8502;1;6;13;9;23;2889;8800;-1;-4;7;0;-1;-468;-298;-1;-4;7;0;-1;-468;-298
"5151";"support";"Rakan";"Senna";"15.4.658.6996";1;1;4;17;11;35;2579;8825;3;3;9;15;59;2908;9655;-2;1;8;-4;-24;-329;-830;-2;1;8;-4;-24;-329;-830
"5152";"support";"Rakan";"Seraphine";"15.7.671.9073";1;0;1;2;30;41;3187;5213;0;1;2;19;29;3086;5444;0;0;0;11;12;101;-231;0;0;0;11;12;101;-231
"5153";"support";"Rakan";"Thresh";"15.2.653.8382";1;0;0;10;25;53;2814;9495;0;3;6;25;38;2888;8287;0;-3;4;0;15;-74;1208;0;-3;4;0;15;-74;1208
"5154";"support";"Rakan";"Zilean";"15.3.659.3416";1;1;0;14;12;33;3667;9608;0;5;6;18;24;3166;7079;1;-5;8;-6;9;501;2529;1;-5;8;-6;9;501;2529
"5155";"support";"Rakan";"Zyra";"15.7.671.9073";1;1;1;8;15;29;3527;8469;1;1;4;13;26;3314;8230;0;0;4;2;3;213;239;0;0;4;2;3;213;239
"5156";"support";"Rell";"Alistar";"15.1.649.4112";3;0,333333333333333;2;8;20;29,6666666666667;3161;7054,33333333333;1;1,66666666666667;6,33333333333333;17;25;3031;6870;-0,666666666666667;0,333333333333333;1,66666666666667;3;4,66666666666667;130;184,333333333333;-0,666666666666667;0,333333333333333;1,66666666666667;3;4,66666666666667;130;184,333333333333
"5157";"support";"Rell";"Alistar";"15.2.650.9216";2;0;2;10,5;19,5;30,5;3563,5;8066,5;0;4,5;4,5;21;27,5;3134;6582;0;-2,5;6;-1,5;3;429,5;1484,5;0;-2,5;6;-1,5;3;429,5;1484,5
"5158";"support";"Rell";"Alistar";"15.2.652.6393";2;0,5;2,5;6,5;11,5;29;2045;6956;0,5;4,5;8,5;9,5;22,5;2032;7115,5;0;-2;-2;2;6,5;13;-159,5;0;-2;-2;2;6,5;13;-159,5
"5159";"support";"Rell";"Alistar";"15.2.653.8382";10;0,7;4,1;9,3;20,3;30,4;3219,8;7178,2;0,3;3,4;9,8;17,2;26,7;3247,7;7157,8;0,4;0,7;-0,5;3,1;3,7;-27,8999999999996;20,3999999999996;0,4;0,7;-0,5;3,1;3,7;-27,8999999999996;20,3999999999996
"5160";"support";"Rell";"Alistar";"15.3.655.330";6;0,5;4;8,83333333333333;13,5;25,3333333333333;2794,33333333333;6841,33333333333;0,333333333333333;3,83333333333333;6,5;13,3333333333333;21,5;2721,33333333333;6413,5;0,166666666666667;0,166666666666667;2,33333333333333;0,166666666666666;3,83333333333333;73;427,833333333333;0,166666666666667;0,166666666666667;2,33333333333333;0,166666666666666;3,83333333333333;73;427,833333333333
"5161";"support";"Rell";"Alistar";"15.3.659.3416";1;1;3;11;29;45;3630;9770;0;3;12;14;27;3323;9118;1;0;-1;15;18;307;652;1;0;-1;15;18;307;652
"5162";"support";"Rell";"Alistar";"15.4.657.5386";1;1;2;1;17;30;2930;5187;0;1;6;18;22;3488;5916;1;1;-5;-1;8;-558;-729;1;1;-5;-1;8;-558;-729
"5163";"support";"Rell";"Alistar";"15.4.658.6996";4;0,5;3,5;13,25;20;32,75;3441;7997,5;1;5;11,25;14,5;24,25;3461,5;7800,5;-0,5;-1,5;2;5,5;8,5;-20,5;197;-0,5;-1,5;2;5,5;8,5;-20,5;197
"5164";"support";"Rell";"Alistar";"15.5.662.5311";5;0,6;3,8;6;22;35,2;3075,6;6914,2;0,6;2,6;8,6;21;32,6;3293,4;7275,6;0;1,2;-2,6;1;2,6;-217,8;-361,400000000001;0;1,2;-2,6;1;2,6;-217,8;-361,400000000001
"5165";"support";"Rell";"Alistar";"15.6.665.8352";2;2;4,5;1,5;22,5;29,5;3777;5961;1,5;2;11,5;21,5;28;3832,5;6747;0,5;2,5;-10;1;1,5;-55,5;-786;0,5;2,5;-10;1;1,5;-55,5;-786
"5166";"support";"Rell";"Alistar";"15.6.667.3303";5;1,2;1,4;8,6;19,6;33,6;3140,6;7502,6;0,6;3,8;4;18;30;3002;6457;0,6;-2,4;4,6;1,6;3,6;138,6;1045,6;0,6;-2,4;4,6;1,6;3,6;138,6;1045,6
"5167";"support";"Rell";"Alistar";"15.7.669.5499";1;2;3;9;25;33;3518;6374;0;5;5;17;20;3023;5187;2;-2;4;8;13;495;1187;2;-2;4;8;13;495;1187
"5168";"support";"Rell";"Alistar";"15.7.670.1561";2;1;2,5;12,5;20,5;31,5;3373;9030;0;4;11,5;18,5;34;3138;8353;1;-1,5;1;2;-2,5;235;677;1;-1,5;1;2;-2,5;235;677
